video,prompt,negative_prompt,num_images
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/507/env/camera/cam_0,A physics simulation showing balls colliding (scene 507),,53
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/508/env/camera/cam_0,A physics simulation showing balls colliding (scene 508),,53
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/509/env/camera/cam_0,A physics simulation showing balls colliding (scene 509),,37
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/51/env/camera/cam_0,A physics simulation showing balls colliding (scene 51),,79
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/510/env/camera/cam_0,A physics simulation showing balls colliding (scene 510),,50
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/511/env/camera/cam_0,A physics simulation showing balls colliding (scene 511),,50
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/512/env/camera/cam_0,A physics simulation showing balls colliding (scene 512),,50
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/513/env/camera/cam_0,A physics simulation showing balls colliding (scene 513),,77
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/514/env/camera/cam_0,A physics simulation showing balls colliding (scene 514),,43
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/515/env/camera/cam_0,A physics simulation showing balls colliding (scene 515),,43
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/516/env/camera/cam_0,A physics simulation showing balls colliding (scene 516),,64
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/517/env/camera/cam_0,A physics simulation showing balls colliding (scene 517),,55
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/518/env/camera/cam_0,A physics simulation showing balls colliding (scene 518),,50
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/519/env/camera/cam_0,A physics simulation showing balls colliding (scene 519),,65
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/52/env/camera/cam_0,A physics simulation showing balls colliding (scene 52),,39
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/520/env/camera/cam_0,A physics simulation showing balls colliding (scene 520),,65
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/521/env/camera/cam_0,A physics simulation showing balls colliding (scene 521),,87
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/522/env/camera/cam_0,A physics simulation showing balls colliding (scene 522),,87
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/523/env/camera/cam_0,A physics simulation showing balls colliding (scene 523),,78
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/524/env/camera/cam_0,A physics simulation showing balls colliding (scene 524),,47
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/525/env/camera/cam_0,A physics simulation showing balls colliding (scene 525),,55
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/526/env/camera/cam_0,A physics simulation showing balls colliding (scene 526),,47
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/527/env/camera/cam_0,A physics simulation showing balls colliding (scene 527),,49
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/528/env/camera/cam_0,A physics simulation showing balls colliding (scene 528),,57
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/529/env/camera/cam_0,A physics simulation showing balls colliding (scene 529),,64
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/53/env/camera/cam_0,A physics simulation showing balls colliding (scene 53),,52
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/530/env/camera/cam_0,A physics simulation showing balls colliding (scene 530),,64
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/531/env/camera/cam_0,A physics simulation showing balls colliding (scene 531),,34
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/532/env/camera/cam_0,A physics simulation showing balls colliding (scene 532),,34
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/533/env/camera/cam_0,A physics simulation showing balls colliding (scene 533),,93
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/534/env/camera/cam_0,A physics simulation showing balls colliding (scene 534),,93
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/535/env/camera/cam_0,A physics simulation showing balls colliding (scene 535),,38
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/536/env/camera/cam_0,A physics simulation showing balls colliding (scene 536),,44
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/537/env/camera/cam_0,A physics simulation showing balls colliding (scene 537),,67
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/538/env/camera/cam_0,A physics simulation showing balls colliding (scene 538),,42
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/539/env/camera/cam_0,A physics simulation showing balls colliding (scene 539),,42
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/54/env/camera/cam_0,A physics simulation showing balls colliding (scene 54),,52
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/540/env/camera/cam_0,A physics simulation showing balls colliding (scene 540),,42
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/541/env/camera/cam_0,A physics simulation showing balls colliding (scene 541),,45
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/542/env/camera/cam_0,A physics simulation showing balls colliding (scene 542),,45
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/543/env/camera/cam_0,A physics simulation showing balls colliding (scene 543),,63
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/544/env/camera/cam_0,A physics simulation showing balls colliding (scene 544),,63
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/545/env/camera/cam_0,A physics simulation showing balls colliding (scene 545),,86
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/546/env/camera/cam_0,A physics simulation showing balls colliding (scene 546),,49
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/547/env/camera/cam_0,A physics simulation showing balls colliding (scene 547),,58
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/548/env/camera/cam_0,A physics simulation showing balls colliding (scene 548),,51
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/549/env/camera/cam_0,A physics simulation showing balls colliding (scene 549),,53
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/55/env/camera/cam_0,A physics simulation showing balls colliding (scene 55),,48
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/550/env/camera/cam_0,A physics simulation showing balls colliding (scene 550),,53
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/551/env/camera/cam_0,A physics simulation showing balls colliding (scene 551),,41
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/552/env/camera/cam_0,A physics simulation showing balls colliding (scene 552),,55
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/553/env/camera/cam_0,A physics simulation showing balls colliding (scene 553),,55
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/554/env/camera/cam_0,A physics simulation showing balls colliding (scene 554),,55
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/555/env/camera/cam_0,A physics simulation showing balls colliding (scene 555),,38
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/556/env/camera/cam_0,A physics simulation showing balls colliding (scene 556),,90
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/557/env/camera/cam_0,A physics simulation showing balls colliding (scene 557),,90
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/558/env/camera/cam_0,A physics simulation showing balls colliding (scene 558),,41
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/559/env/camera/cam_0,A physics simulation showing balls colliding (scene 559),,44
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/56/env/camera/cam_0,A physics simulation showing balls colliding (scene 56),,48
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/560/env/camera/cam_0,A physics simulation showing balls colliding (scene 560),,44
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/561/env/camera/cam_0,A physics simulation showing balls colliding (scene 561),,54
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/562/env/camera/cam_0,A physics simulation showing balls colliding (scene 562),,54
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/563/env/camera/cam_0,A physics simulation showing balls colliding (scene 563),,70
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/564/env/camera/cam_0,A physics simulation showing balls colliding (scene 564),,50
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/565/env/camera/cam_0,A physics simulation showing balls colliding (scene 565),,50
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/566/env/camera/cam_0,A physics simulation showing balls colliding (scene 566),,41
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/567/env/camera/cam_0,A physics simulation showing balls colliding (scene 567),,41
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/568/env/camera/cam_0,A physics simulation showing balls colliding (scene 568),,51
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/569/env/camera/cam_0,A physics simulation showing balls colliding (scene 569),,89
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/57/env/camera/cam_0,A physics simulation showing balls colliding (scene 57),,59
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/570/env/camera/cam_0,A physics simulation showing balls colliding (scene 570),,54
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/571/env/camera/cam_0,A physics simulation showing balls colliding (scene 571),,103
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/572/env/camera/cam_0,A physics simulation showing balls colliding (scene 572),,47
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/573/env/camera/cam_0,A physics simulation showing balls colliding (scene 573),,47
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/574/env/camera/cam_0,A physics simulation showing balls colliding (scene 574),,82
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/575/env/camera/cam_0,A physics simulation showing balls colliding (scene 575),,82
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/576/env/camera/cam_0,A physics simulation showing balls colliding (scene 576),,57
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/577/env/camera/cam_0,A physics simulation showing balls colliding (scene 577),,70
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/578/env/camera/cam_0,A physics simulation showing balls colliding (scene 578),,70
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/579/env/camera/cam_0,A physics simulation showing balls colliding (scene 579),,68
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/58/env/camera/cam_0,A physics simulation showing balls colliding (scene 58),,59
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/580/env/camera/cam_0,A physics simulation showing balls colliding (scene 580),,53
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/581/env/camera/cam_0,A physics simulation showing balls colliding (scene 581),,53
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/582/env/camera/cam_0,A physics simulation showing balls colliding (scene 582),,62
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/583/env/camera/cam_0,A physics simulation showing balls colliding (scene 583),,72
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/584/env/camera/cam_0,A physics simulation showing balls colliding (scene 584),,55
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/585/env/camera/cam_0,A physics simulation showing balls colliding (scene 585),,55
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/586/env/camera/cam_0,A physics simulation showing balls colliding (scene 586),,58
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/587/env/camera/cam_0,A physics simulation showing balls colliding (scene 587),,76
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/588/env/camera/cam_0,A physics simulation showing balls colliding (scene 588),,76
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/589/env/camera/cam_0,A physics simulation showing balls colliding (scene 589),,49
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/59/env/camera/cam_0,A physics simulation showing balls colliding (scene 59),,75
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/590/env/camera/cam_0,A physics simulation showing balls colliding (scene 590),,40
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/591/env/camera/cam_0,A physics simulation showing balls colliding (scene 591),,40
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/592/env/camera/cam_0,A physics simulation showing balls colliding (scene 592),,37
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/593/env/camera/cam_0,A physics simulation showing balls colliding (scene 593),,46
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/594/env/camera/cam_0,A physics simulation showing balls colliding (scene 594),,46
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/595/env/camera/cam_0,A physics simulation showing balls colliding (scene 595),,43
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/596/env/camera/cam_0,A physics simulation showing balls colliding (scene 596),,43
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/597/env/camera/cam_0,A physics simulation showing balls colliding (scene 597),,51
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/598/env/camera/cam_0,A physics simulation showing balls colliding (scene 598),,40
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/599/env/camera/cam_0,A physics simulation showing balls colliding (scene 599),,75
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/6/env/camera/cam_0,A physics simulation showing balls colliding (scene 6),,57
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/60/env/camera/cam_0,A physics simulation showing balls colliding (scene 60),,50
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/600/env/camera/cam_0,A physics simulation showing balls colliding (scene 600),,65
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/601/env/camera/cam_0,A physics simulation showing balls colliding (scene 601),,65
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/602/env/camera/cam_0,A physics simulation showing balls colliding (scene 602),,43
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/603/env/camera/cam_0,A physics simulation showing balls colliding (scene 603),,43
/scratch/vcj9002/MagicPhysics/test_ball_collide_collect/604/env/camera/cam_0,A physics simulation showing balls colliding (scene 604),,43
